TIMESTAMP,EST_ACT_Diff,ITEM_COUNT,USER_LAT,USER_LONG,VENUE_LAT,VENUE_LONG,ESTIMATED_DELIVERY_MINUTES,ACTUAL_DELIVERY_MINUTES,CLOUD_COVERAGE,TEMPERATURE,WIND_SPEED,PRECIPITATION,USER_VENUE_DIST,DayOfWeek,user_coordinates,venue_coordinates,venue_postal_code,user_postal_code,source_of_order_pcode
2020-08-01 12:03:00,3,2,60.185,24.953,60.195,24.956,24,27,45.0,20.0,2.9208,0.0,1.1265183539290697,Saturday,"(60.185, 24.953)","(60.195, 24.956)",00550,00530,OUT
2020-08-01 12:04:00,8,3,60.165,24.967,60.187,24.963,38,46,45.0,20.0,2.9208,0.0,2.4611699873039736,Saturday,"(60.165, 24.967)","(60.187, 24.963)",00500,00160,OUT
2020-08-01 12:05:00,-9,1,60.168,24.966,60.172,24.958,27,18,45.0,20.0,2.9208,0.0,0.6291622810755638,Saturday,"(60.168, 24.966)","(60.172, 24.958)",00170,00160,OUT
2020-08-01 12:08:00,0,7,60.172,24.947,60.169,24.941,37,37,45.0,20.0,2.9208,0.0,0.47186815684211975,Saturday,"(60.172, 24.947)","(60.169, 24.941)",00100,00100,IN
2020-08-01 12:10:00,-3,1,60.16,24.924,60.168,24.935,30,27,45.0,20.0,2.9208,0.0,1.0804996789764028,Saturday,"(60.16, 24.924)","(60.168, 24.935)",00100,00220,OUT
2020-08-01 12:15:00,13,4,60.186,24.953,60.195,24.956,26,39,45.0,20.0,2.9208,0.0,1.0164585622930968,Saturday,"(60.186, 24.953)","(60.195, 24.956)",00550,00530,OUT
2020-08-01 12:15:00,19,6,60.193,24.94,60.198,24.931,37,56,45.0,20.0,2.9208,0.0,0.7480444963435092,Saturday,"(60.193, 24.94)","(60.198, 24.931)",00520,00520,IN
2020-08-01 12:16:00,7,1,60.176,24.937,60.175,24.924,25,32,45.0,20.0,2.9208,0.0,0.7301056872201709,Saturday,"(60.176, 24.937)","(60.175, 24.924)",00100,00100,IN
2020-08-01 12:18:00,-7,5,60.184,24.954,60.185,24.961,26,19,45.0,20.0,2.9208,0.0,0.4040864823698059,Saturday,"(60.184, 24.954)","(60.185, 24.961)",00500,00530,OUT
2020-08-01 12:21:00,-7,3,60.165,24.963,60.171,24.947,35,28,45.0,20.0,2.9208,0.0,1.1117116474984912,Saturday,"(60.165, 24.963)","(60.171, 24.947)",00100,00160,OUT
2020-08-01 12:25:00,-14,1,60.189,24.956,60.187,24.966,30,16,45.0,20.0,2.9208,0.0,0.5979056304421546,Saturday,"(60.189, 24.956)","(60.187, 24.966)",00500,00500,IN
2020-08-01 12:27:00,-3,1,60.181,24.925,60.181,24.925,23,20,45.0,20.0,2.9208,0.0,0.0,Saturday,"(60.181, 24.925)","(60.181, 24.925)",00260,00260,IN
2020-08-01 12:27:00,-6,1,60.157,24.914,60.152,24.91,29,23,45.0,20.0,2.9208,0.0,0.5997386411000346,Saturday,"(60.157, 24.914)","(60.152, 24.91)",00220,00220,IN
2020-08-01 12:28:00,13,5,60.185,24.944,60.194,24.956,23,36,45.0,20.0,2.9208,0.0,1.2036328778052574,Saturday,"(60.185, 24.944)","(60.194, 24.956)",00510,00530,OUT
2020-08-01 12:29:00,-4,1,60.184,24.961,60.182,24.979,30,26,45.0,20.0,2.9208,0.0,1.0234013893750504,Saturday,"(60.184, 24.961)","(60.182, 24.979)",00540,00530,OUT
2020-08-01 12:30:00,-3,2,60.188,24.94,60.194,24.956,23,20,45.0,20.0,2.9208,0.0,1.111217053915787,Saturday,"(60.188, 24.94)","(60.194, 24.956)",00510,,OUT
2020-08-01 12:30:00,-4,3,60.186,24.946,60.188,24.956,25,21,45.0,20.0,2.9208,0.0,0.5979212745133174,Saturday,"(60.186, 24.946)","(60.188, 24.956)",00500,00530,OUT
2020-08-01 12:33:00,-2,4,60.193,24.957,60.195,24.951,24,22,45.0,20.0,2.9208,0.0,0.4005431181974635,Saturday,"(60.193, 24.957)","(60.195, 24.951)",00510,00510,IN
2020-08-01 12:33:00,21,1,60.187,24.918,60.182,24.923,24,45,45.0,20.0,2.9208,0.0,0.6223428638139179,Saturday,"(60.187, 24.918)","(60.182, 24.923)",00260,00250,OUT
2020-08-01 12:38:00,-7,1,60.163,24.938,60.166,24.931,25,18,45.0,20.0,2.9208,0.0,0.5126167164932901,Saturday,"(60.163, 24.938)","(60.166, 24.931)",00180,00120,OUT
2020-08-01 12:39:00,-1,1,60.155,24.948,60.169,24.933,29,28,45.0,20.0,2.9208,0.0,1.7682586726598526,Saturday,"(60.155, 24.948)","(60.169, 24.933)",00100,00140,OUT
2020-08-01 12:41:00,-16,1,60.157,24.915,60.167,24.938,35,19,45.0,20.0,2.9208,0.0,1.6948059390705585,Saturday,"(60.157, 24.915)","(60.167, 24.938)",00100,00220,OUT
2020-08-01 12:47:00,1,3,60.174,24.926,60.169,24.938,28,29,45.0,20.0,2.9208,0.0,0.8683689224439056,Saturday,"(60.174, 24.926)","(60.169, 24.938)",00100,00100,IN
2020-08-01 12:47:00,-13,4,60.156,24.939,60.158,24.914,32,19,45.0,20.0,2.9208,0.0,1.4061529796901746,Saturday,"(60.156, 24.939)","(60.158, 24.914)",00220,00150,OUT
2020-08-01 12:51:00,14,3,60.164,24.934,60.187,24.963,38,52,45.0,20.0,2.9208,0.0,3.026144348907964,Saturday,"(60.164, 24.934)","(60.187, 24.963)",00500,00180,OUT
2020-08-01 12:53:00,8,4,60.162,24.927,60.162,24.914,25,33,45.0,20.0,2.9208,0.0,0.7218505896386865,Saturday,"(60.162, 24.927)","(60.162, 24.914)",00180,00180,IN
